,Unnamed: 0_x,id,feed_id,ln,fn,fi,pos,pos2,posn,pos2n,team_id,team,teamfull,pic,gs,rds,avg,mp,tmp,tog,ppm,tppm,avg3,avg5,form,pts,tpts,livepts,mvp,rank,lrank,rank_change,rdrank,ski,tski,sha,tsha,sma,tsma,sta,tsta,sfk,tsfk,sfa,tsfa,shi,tshi,sgl,tsgl,sbh,tsbh,status_x,status_comment,std,sels,selspct,selspctraw,opp,team_played_status,hot,cold,phot,pcold,ccow,wele,rd,index,p1,p2,p3,kickoff_time,match_status,team_opponent,played_status,fn_i,points,proj_points,stats.kicks,stats.handballs,stats.marks,stats.tackles,stats.freekicks_for,stats.freekicks_against,stats.hitouts,stats.goals,stats.behinds,Round,Match Name,Team ID,Team Name,Full Name_x,On Field?,Unnamed: 0_y,fanfooty_player_id,afl_player_id,first_name,surname,afl_team,status_y,jumper_number,birth_date,height,weight,state_of_origin,recruited_from,game,goals,Full Name_y,SC Player ID,First Name,Last Name,Pos1,Pos2,Team,Playing Next,In 2 Rds,In 3 Rds,Owner,Waiver,Free Agent,Status,Total Pts,Matches,Rd Pts,Avg,Avg 3,Avg 5,Status Comment,Player Note,Alternative Name,player_round_year_id
10,10,243,291570,Fyfe,Nat,N,MID,,Midfielder,,6,FRE,Fremantle,True,1,1,147.0,97,97,97.0,1.5154639175258002,1.5154639175258002,147.0,147.0,147.0,147,147,124,4204.7619047619,5,0,0,5,10,10,22,22,4,4,4,4,3,3,-3,-3,0,0,1,1,1,1,none,,,2988,8.8%,8.8342252313514,PTA,post,False,False,True,False,False,False,1,13,M,I,D,1566715200,WIN &lt;br&gt;141 - 59,NTH,post,N,147,112.0,10,22,4,4,3,-3,0,1,1,1,Barbeques Treloar vs Fire The Worpedo,8740,Barbeques Treloar,Nat Fyfe,True,245.0,41049.0,291570.0,Nat,Fyfe,Fremantle,senior,7.0,18/09/1991,190.0,91.0,WA,Claremont,167.0,"142""",Nat Fyfe,243.0,Nat,Fyfe,MID,,FRE,,,,Barbeques Treloar,,,owner,2400.0,20.0,108.0,120.0,118.0,120.4,Fyfe was great with 10 kicks and 22 handballs. His 32 touches came at 78% efficiency and he had 10 clearances which was 3 more than any other player on the ground. He is worth putting on watch for next weeks trades.,,,291570_1_2019
11,8,740,294557,Hunter,Lachie,L,MID,,Midfielder,,15,WBD,Western Bulldogs,True,1,1,104.0,108,108,108.0,0.96296296296296,0.96296296296296,104.0,104.0,104.0,104,104,95,5341.3461538462,44,0,0,44,10,10,16,16,5,5,8,8,2,2,0,0,0,0,0,0,1,1,none,,,2887,8.5%,8.535611861750901,ADE,post,False,False,False,True,False,False,1,11,M,I,D,1566702600,WIN &lt;br&gt;82 - 65,SYD,post,L,104,90.0,10,16,5,8,2,0,0,0,1,1,Barbeques Treloar vs Fire The Worpedo,8740,Barbeques Treloar,Lachie Hunter,True,705.0,43046.0,294557.0,Lachie,Hunter,Western Bulldogs,senior,7.0,13/12/1994,183.0,80.0,VIC,Western Jets,121.0,"55""",Lachie Hunter,740.0,Lachie,Hunter,MID,,WBD,,,,Barbeques Treloar,,,owner,2096.0,22.0,97.0,95.27,110.67,96.0,,,,294557_1_2019
12,5,178,291790,Treloar,Adam,A,MID,,Midfielder,,4,COL,Collingwood,True,1,1,102.0,94,94,94.0,1.0851063829787,1.0851063829787,102.0,102.0,102.0,102,102,135,5825.4901960784,50,0,0,50,14,14,20,20,5,5,6,6,1,1,-1,-1,0,0,1,1,0,0,none,,,2974,8.8%,8.7928332791296,ESS,post,False,False,False,False,False,False,1,7,M,I,D,1566553800,LOSS &lt;br&gt;65 - 72,GEE,post,A,102,111.0,14,20,5,6,1,-1,0,1,0,1,Barbeques Treloar vs Fire The Worpedo,8740,Barbeques Treloar,Adam Treloar,True,180.0,42232.0,291790.0,Adam,Treloar,Collingwood,senior,7.0,9/03/1993,182.0,85.0,VIC,Noble Park,156.0,"94""",Adam Treloar,178.0,Adam,Treloar,MID,,COL,,,,Salt&VinegarCripps,,,owner,2495.0,22.0,99.0,113.41,114.0,128.4,Treloar had 34 touches and 6 tackles but 10 of those touches were clangers which kept his score down to just over 100. However he was the only Pie over 100 for the game. He will be a gun again this season.,,,291790_1_2019
13,7,356,250321,Selwood,Joel,J,MID,,Midfielder,,7,GEE,Geelong,True,1,1,98.0,104,104,104.0,0.94230769230769,0.94230769230769,98.0,98.0,98.0,98,98,108,5821.4285714286,67,0,0,67,16,16,9,9,7,7,2,2,1,1,-1,-1,0,0,1,1,1,1,none,,,2955,8.7%,8.7366584868285,CAR,post,False,False,False,False,False,False,1,9,M,I,D,1566628500,WIN &lt;br&gt;72 - 65,COL,post,J,98,97.0,16,9,7,2,1,-1,0,1,1,1,Barbeques Treloar vs Fire The Worpedo,8740,Barbeques Treloar,Joel Selwood,True,358.0,39515.0,250321.0,Joel,Selwood,Geelong,senior,14.0,26/05/1988,183.0,84.0,VIC,Bendigo,285.0,"155""",Joel Selwood,356.0,Joel,Selwood,MID,,GEE,,,,Barbeques Treloar,,,owner,1715.0,20.0,47.0,85.75,61.33,81.6,Selwood had a night out against the Bombers in JLT2. 38 touches 11 marks and 7 tackles is a great return particularly in a practice game.,,,250321_1_2019
14,6,507,280921,Cunnington,Ben,B,MID,,Midfielder,,9,NTH,North Melbourne,True,1,1,91.0,103,103,103.0,0.88349514563107,0.88349514563107,91.0,91.0,91.0,91,91,159,5746.1538461538,101,0,0,101,9,9,17,17,3,3,2,2,2,2,-5,-5,0,0,0,0,0,0,none,,,2655,7.8%,7.8496880820743,MEL,post,False,False,False,False,False,False,1,8,M,I,D,1566619800,LOSS &lt;br&gt;59 - 141,FRE,post,B,91,90.0,9,17,3,2,2,-5,0,0,0,1,Barbeques Treloar vs Fire The Worpedo,8740,Barbeques Treloar,Ben Cunnington,True,466.0,41005.0,280921.0,Ben,Cunnington,North Melbourne,senior,10.0,30/06/1991,185.0,88.0,VIC,Geelong Falcons,204.0,"84""",Ben Cunnington,507.0,Ben,Cunnington,MID,,NTH,,,,Barbeques Treloar,,,owner,2245.0,22.0,46.0,102.05,87.67,82.8,,,,280921_1_2019
15,9,744,290799,Liberatore,Tom,T,MID,,Midfielder,,15,WBD,Western Bulldogs,True,1,1,75.0,90,90,90.0,0.83333333333333,0.83333333333333,75.0,75.0,75.0,75,75,128,4005.3333333333003,197,0,0,197,18,18,10,10,1,1,3,3,2,2,-2,-2,0,0,0,0,2,2,none,,,1527,4.5%,4.5146793601987,ADE,post,False,False,False,False,False,False,1,12,M,I,D,1566702600,WIN &lt;br&gt;82 - 65,SYD,post,T,75,25.0,18,10,1,3,2,-2,0,0,2,1,Barbeques Treloar vs Fire The Worpedo,8740,Barbeques Treloar,Tom Liberatore,True,709.0,42040.0,290799.0,Tom,Liberatore,Western Bulldogs,senior,21.0,16/05/1992,183.0,83.0,VIC,Calder Cannons,129.0,"45""",Tom Liberatore,744.0,Tom,Liberatore,MID,,WBD,,,,,Tue 27th 4am,,waiver,1236.0,15.0,0.0,82.4,59.67,58.4,Libba wasn't the high scorer people thought he might be when they picked him but it is only one game. He did have 28 touches at 60% efficiency but just 75 points was the result.  Hopefully he will lift that scoring in the coming weeks.,,,290799_1_2019
16,11,582,993979,Powell-Pepper,Sam,S,MID,,Midfielder,,11,PTA,Port Adelaide,True,1,1,52.0,94,94,94.0,0.5531914893616999,0.5531914893616999,52.0,52.0,52.0,52,52,109,8188.4615384615,316,0,0,316,12,12,8,8,3,3,2,2,1,1,-4,-4,0,0,0,0,3,3,none,,,792,2.3%,2.3416018685510003,FRE,post,False,False,False,False,False,False,1,14,M,I,D,1566715200,WIN &lt;br&gt;87 - 61,MEL,post,S,52,77.0,12,8,3,2,1,-4,0,0,3,1,Barbeques Treloar vs Fire The Worpedo,8740,Barbeques Treloar,Sam Powell-Pepper,True,541.0,47017.0,993979.0,Sam,Powell-Pepper,Port Adelaide,senior,2.0,8/01/1998,187.0,91.0,WA,East Perth,53.0,"30""",Sam Powell-Pepper,582.0,Sam,Powell-Pepper,MID,,PTA,,,,,Tue 27th 4am,,waiver,1411.0,19.0,0.0,74.26,76.67,70.6,,,,993979_1_2019
17,12,720,294737,Sinclair,Callum,C,RUC,,Ruck,,14,SYD,Sydney,True,1,1,99.0,97,97,97.0,1.020618556701,1.020618556701,99.0,99.0,99.0,99,99,56,5333.3333333333,65,0,0,65,6,6,5,5,6,6,5,5,1,1,-2,-2,44,44,0,0,0,0,none,,,2728,8.1%,8.0655175472312,STK,post,False,False,False,False,False,False,1,15,R,U,C,1566618300,LOSS &lt;br&gt;65 - 82,WBD,post,C,99,121.0,6,5,6,5,1,-2,44,0,0,1,Barbeques Treloar vs Fire The Worpedo,8740,Barbeques Treloar,Callum Sinclair,True,683.0,43124.0,294737.0,Callum,Sinclair,Sydney,senior,18.0,23/09/1989,199.0,102.0,WA,Subiaco,101.0,"59""",Callum Sinclair,720.0,Callum,Sinclair,RUC,,SYD,,,,,Tue 27th 4am,,waiver,1022.0,14.0,0.0,73.0,68.0,77.0,,,,294737_1_2019
18,0,314,298524,Weller,Lachie,L,DEF,MID,Defender,Midfielder,17,GCS,Gold Coast,False,1,1,55.0,108,108,108.0,0.50925925925926,0.50925925925926,55.0,55.0,55.0,55,55,93,7343.6363636364,297,0,0,297,11,11,5,5,4,4,0,0,0,0,-1,-1,0,0,0,0,0,0,none,,,936,2.8%,2.767347662833,GWS,post,False,False,False,False,False,False,1,3,D,E,F,1566638700,LOSS &lt;br&gt;84 - 85,STK,post,L,55,74.0,11,5,4,0,0,-1,0,0,0,1,Barbeques Treloar vs Fire The Worpedo,8740,Barbeques Treloar,Lachie Weller,False,316.0,45007.0,298524.0,Lachlan,Weller,Gold Coast,senior,14.0,23/02/1996,181.0,79.0,QLD,Broadbeach,81.0,"22""",Lachlan Weller,314.0,Lachie,Weller,DEF,MID,GCS,,,,Barbeques Treloar,,,owner,1506.0,17.0,110.0,88.59,91.67,84.4,,,Lachie Weller,298524_1_2019
19,2,218,993817,Parish,Darcy,D,FWD,MID,Forward,Midfielder,5,ESS,Essendon,False,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,74,,397,0,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,,1495,4.4%,4.4200691836915995,COL,post,False,False,False,False,False,False,1,16,F,W,D,1566553800,LOSS &lt;br&gt;40 - 112,GWS,post,D,0,85.0,0,0,0,0,0,0,0,0,0,1,Barbeques Treloar vs Fire The Worpedo,8740,Barbeques Treloar,Darcy Parish,False,219.0,46004.0,993817.0,Darcy,Parish,Essendon,senior,3.0,25/07/1997,180.0,78.0,VIC,Geelong Falcons,71.0,"28""",Darcy Parish,218.0,Darcy,Parish,FWD,MID,ESS,,,,DEVQON.1,,,owner,1714.0,20.0,86.0,85.7,73.0,75.2,,,,993817_1_2019
20,3,802,296225,Rioli,Willie,W,FWD,,Forward,,16,WCE,West Coast,False,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,397,0,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,,185,0.5%,0.54696508293173,HAW,post,False,False,False,False,False,False,1,20,F,W,D,1566641400,LOSS &lt;br&gt;58 - 102,BRL,post,W,0,66.0,0,0,0,0,0,0,0,0,0,1,Barbeques Treloar vs Fire The Worpedo,8740,Barbeques Treloar,Willie Rioli,False,768.0,47083.0,296225.0,Willie,Rioli,West Coast,senior,44.0,4/06/1995,175.0,82.0,SA,Glenelg,32.0,"36""",Willie Rioli,802.0,Willie,Rioli,FWD,,WCE,,,,,Tue 27th 4am,,waiver,897.0,13.0,104.0,69.0,99.33,94.6,,,,296225_1_2019
21,1,786,290801,Gaff,Andrew,A,MID,,Midfielder,,16,WCE,West Coast,False,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,397,0,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,,2941,8.7%,8.6952665346066,HAW,post,False,False,False,False,False,False,1,10,M,I,D,1566641400,LOSS &lt;br&gt;58 - 102,BRL,post,A,0,117.0,0,0,0,0,0,0,0,0,0,1,Barbeques Treloar vs Fire The Worpedo,8740,Barbeques Treloar,Andrew Gaff,False,752.0,42010.0,290801.0,Andrew,Gaff,West Coast,senior,3.0,16/06/1992,182.0,84.0,VIC,Oakleigh Chargers,190.0,"68""",Andrew Gaff,786.0,Andrew,Gaff,MID,,WCE,,,,DEVQON.1,,,owner,2148.0,20.0,134.0,107.4,120.67,116.2,,,,290801_1_2019
22,2,409,294305,Whitfield,Lachie,L,DEF,,Defender,,18,GWS,GWS Giants,True,1,1,105.0,109,109,109.0,0.96330275229358,0.96330275229358,105.0,105.0,105.0,105,105,123,5162.8571428571,41,0,0,41,19,19,11,11,7,7,2,2,1,1,0,0,0,0,0,0,0,0,none,,,2975,8.8%,8.7957898471454,GCS,post,False,False,False,False,False,False,1,3,D,E,F,1566638700,WIN &lt;br&gt;112 - 40,ESS,post,L,105,106.0,19,11,7,2,1,0,0,0,0,1,Barbeques Treloar vs Fire The Worpedo,11070,Fire The Worpedo,Lachie Whitfield,True,826.0,43001.0,294305.0,Lachie,Whitfield,GWS,senior,6.0,18/07/1994,187.0,81.0,VIC,Dandenong Stingrays,124.0,"56""",Lachie Whitfield,409.0,Lachie,Whitfield,DEF,,GWS,,,,Fire The Worpedo,,,owner,1780.0,16.0,159.0,111.25,121.0,112.4,Whitfield was a popular choice in our defence this season and he delivered with 30 touches. He seems to have a role that will assist him with this level of scoring going forward.,,,294305_1_2019
23,1,708,993905,Mills,Callum,C,DEF,,Defender,,14,SYD,Sydney,True,1,1,79.0,101,101,101.0,0.78217821782178,0.78217821782178,79.0,79.0,79.0,79,79,49,5429.1139240506,182,0,0,182,11,11,9,9,3,3,2,2,2,2,-1,-1,0,0,1,1,0,0,none,,,2292,6.8%,6.7764538923218,STK,post,False,False,False,False,False,False,1,2,D,E,F,1566618300,LOSS &lt;br&gt;65 - 82,WBD,post,C,79,83.0,11,9,3,2,2,-1,0,1,0,1,Barbeques Treloar vs Fire The Worpedo,11070,Fire The Worpedo,Callum Mills,True,671.0,46003.0,993905.0,Callum,Mills,Sydney,senior,14.0,2/04/1997,188.0,83.0,NSW,North Shore,72.0,"3""",Callum Mills,708.0,Callum,Mills,DEF,,SYD,,,,Fire The Worpedo,,,owner,1799.0,22.0,82.0,81.77,73.67,78.2,Mills had a great JLT with a 106 and a 93. At his handy price bracket he could be a unique midpricer that pays off.,,,993905_1_2019
24,3,63,220047,Hodge,Luke,L,DEF,,Defender,,2,BRL,Brisbane,True,1,1,73.0,117,117,117.0,0.6239316239316199,0.6239316239316199,73.0,73.0,73.0,73,73,85,6183.561643835601,204,0,0,204,13,13,7,7,6,6,1,1,1,1,-2,-2,0,0,0,0,0,0,none,,,1964,5.8%,5.806699583123901,RIC,post,False,False,False,False,False,False,1,4,D,E,F,1566710400,WIN &lt;br&gt;102 - 58,WCE,post,L,73,75.0,13,7,6,1,1,-2,0,0,0,1,Barbeques Treloar vs Fire The Worpedo,11070,Fire The Worpedo,Luke Hodge,True,62.0,837.0,220047.0,Luke,Hodge,Brisbane Lions,senior,2.0,15/06/1984,185.0,88.0,VIC,Geelong Falcons,338.0,"194""",Luke Hodge,63.0,Luke,Hodge,DEF,,BRL,,,,,Tue 27th 4am,,waiver,1370.0,20.0,92.0,68.5,69.33,68.8,,,,220047_1_2019
25,0,220,1001026,Ridley,Jordan,J,DEF,,Defender,,5,ESS,Essendon,True,1,1,71.0,104,104,104.0,0.68269230769231,0.68269230769231,71.0,71.0,71.0,71,71,0,3283.0985915492997,214,0,0,214,10,10,4,4,6,6,1,1,0,0,-1,-1,0,0,0,0,0,0,none,,,348,1.0%,1.0288856695148,COL,post,False,False,False,False,False,False,1,1,D,E,F,1566553800,LOSS &lt;br&gt;40 - 112,GWS,post,J,71,57.0,10,4,6,1,0,-1,0,0,0,1,Barbeques Treloar vs Fire The Worpedo,11070,Fire The Worpedo,Jordan Ridley,True,221.0,47064.0,1001026.0,Jordan,Ridley,Essendon,senior,14.0,20/10/1998,192.0,79.0,VIC,Oakleigh Chargers,9.0,"0""",Jordan Ridley,220.0,Jordan,Ridley,DEF,,ESS,,,,,Tue 27th 4am,,waiver,396.0,6.0,0.0,66.0,62.33,65.0,Ridley had just the 14 touches but all of them were effective. He needs to get more of the ball to pay off as a selection.,,,1001026_1_2019
26,4,630,992049,Short,Jayden,J,DEF,,Defender,,12,RIC,Richmond,True,1,1,67.0,111,111,111.0,0.6036036036036,0.6036036036036,67.0,67.0,67.0,67,67,91,6949.2537313432995,234,0,0,234,18,18,2,2,5,5,3,3,0,0,-1,-1,0,0,0,0,1,1,none,,,2751,8.1%,8.133518611595699,BRL,post,False,False,False,False,False,False,1,5,D,E,F,1566710400,WIN &lt;br&gt;97 - 64,CAR,post,J,67,80.0,18,2,5,3,0,-1,0,0,1,1,Barbeques Treloar vs Fire The Worpedo,11070,Fire The Worpedo,Jayden Short,True,589.0,45156.0,992049.0,Jayden,Short,Richmond,senior,15.0,24/01/1996,177.0,75.0,VIC,Northern Knights,63.0,"19""",Jayden Short,630.0,Jayden,Short,DEF,,RIC,,,,,Tue 27th 4am,,waiver,772.0,12.0,64.0,64.33,69.33,73.2,,,,992049_1_2019
