,fanfooty_player_id,afl_player_id,first_name,surname,afl_team,status,jumper_number,birth_date,height,weight,state_of_origin,recruited_from,game,goals,Full Name,SC Player ID,First Name,Last Name,Pos1,Pos2,Team,Playing Next,In 2 Rds,In 3 Rds,Playing Next.1,Owner,Waiver,Free Agent,Trade Status,Total Pts,Rds,Rd Pts,Avg,Avg 3,Avg 5,Status Comment,Player Note
32,46102.0,294675.0,Joshua,Wagner,Melbourne,senior,42.0,24/06/1994,189.0,85.0,QLD,Aspley,39.0,"2""",Joshua Wagner,,,,,,,,,,,,,,,,,,,,,,
33,49129.0,1014044.0,Red Óg,Murphy,North Melbourne,rookie,45.0,11/10/2000,185.0,84.0,,Ulster (Ireland),,"""",Red Óg Murphy,,,,,,,,,,,,,,,,,,,,,,
34,49120.0,992076.0,Thomas,Wilkinson,North Melbourne,rookie,41.0,7/03/1996,181.0,82.0,VIC,Southport,,"""",Thomas Wilkinson,,,,,,,,,,,,,,,,,,,,,,
35,40050.0,280864.0,Sam,Wright,North Melbourne,senior,19.0,15/07/1990,188.0,85.0,VIC,Murray Bushrangers,136.0,"58""",Sam Wright,,,,,,,,,,,,,,,,,,,,,,
36,2023.0,250267.0,Patrick,Ryder,Port Adelaide,senior,4.0,14/03/1988,197.0,92.0,WA,East Fremantle,238.0,"168""",Patrick Ryder,,,,,,,,,,,,,,,,,,,,,,
37,42324.0,290733.0,Cameron,Sutcliffe,Port Adelaide,senior,50.0,23/05/1992,186.0,87.0,SA,Woodville-West Torrens,105.0,"19""",Cameron Sutcliffe,,,,,,,,,,,,,,,,,,,,,,
38,45058.0,992374.0,Daniel,Butler,Richmond,senior,7.0,6/03/1996,182.0,80.0,VIC,North Ballarat,44.0,"53""",Daniel Butler,,,,,,,,,,,,,,,,,,,,,,
39,39497.0,250298.0,Shaun,Grigg,Richmond,senior,6.0,19/04/1988,190.0,85.0,VIC,Nth Ballarat,214.0,"96""",Shaun Grigg,,,,,,,,,,,,,,,,,,,,,,
40,48239.0,1006276.0,Derek,Smith,Richmond,senior,43.0,4/05/1998,180.0,80.0,NT,Bendigo Pioneers,2.0,"0""",Derek Smith,,,,,,,,,,,,,,,,,,,,,,
41,48161.0,1005717.0,Nicholas,Coffield,St Kilda,senior,1.0,23/10/1999,191.0,82.0,VIC,Northern Knights,15.0,"1""",Nicholas Coffield,,,,,,,,,,,,,,,,,,,,,,
42,42336.0,293846.0,Seb,Ross,St Kilda,senior,6.0,7/05/1993,187.0,87.0,VIC,North Ballarat,119.0,"17""",Seb Ross,,,,,,,,,,,,,,,,,,,,,,
43,49095.0,295015.0,Robbie,Young,St Kilda,senior,41.0,2/03/1995,179.0,75.0,SA,North Adelaide,3.0,"2""",Robbie Young,,,,,,,,,,,,,,,,,,,,,,
44,1556.0,240072.0,Heath,Grundy,Sydney,senior,39.0,2/06/1986,192.0,105.0,SA,Norwood,254.0,"24""",Heath Grundy,,,,,,,,,,,,,,,,,,,,,,
45,39485.0,270742.0,Kurt,Tippett,Sydney,rookie,0.0,8/05/1987,202.0,105.0,QLD,Southport,176.0,"321""",Kurt Tippett,,,,,,,,,,,,,,,,,,,,,,
46,49125.0,1006232.0,Sam,Wicks,Sydney,rookie,45.0,14/09/1999,180.0,74.0,NSW,Swans Academy,,"""",Sam Wicks,,,,,,,,,,,,,,,,,,,,,,
47,44001.0,296367.0,Tom,Boyd,Western Bulldogs,senior,17.0,22/08/1995,200.0,103.0,VIC,Eastern Ranges,60.0,"50""",Tom Boyd,,,,,,,,,,,,,,,,,,,,,,
48,40129.0,271439.0,Liam,Picken,Western Bulldogs,senior,42.0,1/08/1986,184.0,83.0,VIC,Williamstown,197.0,"87""",Liam Picken,,,,,,,,,,,,,,,,,,,,,,
49,39592.0,270732.0,Matt,Suckling,Western Bulldogs,senior,1.0,25/07/1988,187.0,87.0,NSW,Wagga Tigers,166.0,"80""",Matt Suckling,,,,,,,,,,,,,,,,,,,,,,
50,49105.0,1004909.0,Lachie,Young,Western Bulldogs,senior,40.0,6/04/1999,190.0,82.0,VIC,Mt Eliza,6.0,"0""",Lachie Young,,,,,,,,,,,,,,,,,,,,,,
51,46019.0,993820.0,Tom,Cole,West Coast,senior,28.0,28/05/1997,186.0,81.0,VIC,Bendigo Pioneers,41.0,"0""",Tom Cole,,,,,,,,,,,,,,,,,,,,,,
52,49011.0,1006114.0,Bailey J.,Williams,West Coast,senior,32.0,17/10/2000,198.0,95.0,VIC,Dandenong Stingrays,,"""",Bailey J. Williams,,,,,,,,,,,,,,,,,,,,,,
53,42244.0,291797.0,Matthew,Buntine,GWS,senior,21.0,19/10/1993,189.0,84.0,VIC,Dandenong Stingrays,59.0,"3""",Matthew Buntine,,,,,,,,,,,,,,,,,,,,,,
54,40055.0,271015.0,Matthew,de Boer,GWS,senior,24.0,10/03/1990,189.0,86.0,WA,Claremont,180.0,"74""",Matthew de Boer,,,,,,,,,,,,,,,,,,,,,,
55,48221.0,1004286.0,Zac,Giles-Langdon,GWS,senior,17.0,13/11/1993,175.0,75.0,WA,Claremont,24.0,"21""",Zac Giles-Langdon,,,,,,,,,,,,,,,,,,,,,,
56,46057.0,993107.0,Harrison,Himmelberg,GWS,senior,27.0,8/05/1997,194.0,92.0,NSW,Eastlake,57.0,"68""",Harrison Himmelberg,,,,,,,,,,,,,,,,,,,,,,
57,42298.0,291792.0,Thomas,Sheridan,GWS,senior,11.0,28/10/1993,187.0,82.0,VIC,Calder Cannons,81.0,"31""",Thomas Sheridan,,,,,,,,,,,,,,,,,,,,,,
58,48036.0,1002296.0,Nicholas,Shipley,GWS,senior,34.0,25/06/1999,188.0,93.0,NSW,St George,2.0,"0""",Nicholas Shipley,,,,,,,,,,,,,,,,,,,,,,
