,fanfooty_player_id,afl_player_id,first_name,surname,afl_team,status,jumper_number,birth_date,height,weight,state_of_origin,recruited_from,game,goals,Full Name,SC Player ID,First Name,Last Name,Pos1,Pos2,Team,Playing Next,In 2 Rds,In 3 Rds,Playing Next.1,Owner,Waiver,Free Agent,Trade Status,Total Pts,Rds,Rd Pts,Avg,Avg 3,Avg 5,Status Comment,Player Note
29,48073.0,997206.0,Andrew,McPherson,Adelaide,senior,36.0,20/06/1999,186.0,79.0,SA,Woodville West Torrens,0.0,"0""",Andrew McPherson,30.0,Andrew,McPherson,DEF,,ADE,,,,,Tue 27th 4am,,waiver,0.0,0.0,0.0,0.0,0.0,0.0,,,
30,46021.0,990882.0,Wayne,Milera,Adelaide,senior,30.0,14/09/1997,184.0,80.0,SA,Central Districts,55.0,"21""",Wayne Milera,31.0,Wayne,Milera,DEF,,ADE,,,,DEVQON.1,,,owner,1260.0,17.0,66.0,74.12,58.0,62.0,,,
31,48233.0,1000998.0,Lachlan,Murphy,Adelaide,senior,44.0,4/12/1998,173.0,74.0,SA,Adelaide FC,28.0,"28""",Lachlan Murphy,32.0,Lachlan,Murphy,FWD,,ADE,,,,,Tue 27th 4am,,waiver,1144.0,21.0,0.0,54.48,46.0,49.0,,,
32,45155.0,297523.0,Reilly,O'Brien,Adelaide,senior,43.0,20/08/1995,202.0,103.0,VIC,Calder Cannons,17.0,"3""",Reilly O'Brien,33.0,Reilly,O'Brien,RUC,,ADE,,,,Swimming n Titch,,,owner,1715.0,18.0,0.0,95.28,80.67,92.8,,,
33,39613.0,270296.0,Andy,Otten,Adelaide,senior,22.0,15/05/1989,194.0,92.0,VIC,Oakleigh Chargers,106.0,"38""",Andy Otten,34.0,Andy,Otten,DEF,,ADE,,,,,Tue 27th 4am,,waiver,209.0,3.0,0.0,69.67,69.67,69.67,,,
34,47052.0,1000908.0,Myles,Poholke,Adelaide,senior,10.0,10/07/1998,186.0,84.0,VIC,Dandenong Stingrays,11.0,"3""",Myles Poholke,35.0,Myles,Poholke,FWD,,ADE,,,,,Tue 27th 4am,,waiver,102.0,2.0,0.0,51.0,51.0,51.0,,,
35,42142.0,294733.0,Paul,Seedsman,Adelaide,senior,11.0,22/01/1992,190.0,83.0,VIC,Eastern Ranges,98.0,"49""",Paul Seedsman,36.0,Paul,Seedsman,MID,,ADE,,,,TryingAnewStratton,,,owner,940.0,13.0,95.0,72.31,102.33,94.0,,,
36,49069.0,1006136.0,Lachlan,Sholl,Adelaide,senior,38.0,7/03/2000,185.0,77.0,VIC,Calder Cannons,,"""",Lachlan Sholl,37.0,Lachlan,Sholl,DEF,,ADE,,,,,Tue 27th 4am,,waiver,0.0,0.0,0.0,0.0,0.0,0.0,,,
37,40065.0,270963.0,Rory,Sloane,Adelaide,senior,9.0,17/03/1990,183.0,83.0,VIC,Eastern Ranges,194.0,"121""",Rory Sloane,38.0,Rory,Sloane,MID,,ADE,,,,DEVQON.1,,,owner,2266.0,22.0,106.0,103.0,87.33,90.8,,Sloane returned to former glory scoring that we thought he could do. 9 tackles to go with his 36 touches which came at 76% and included 11 clearances! He will come into a few teams on the back of this performance.,
38,42009.0,291748.0,Brodie,Smith,Adelaide,senior,33.0,14/01/1992,190.0,86.0,SA,Woodville West Torrens,162.0,"55""",Brodie Smith,39.0,Brodie,Smith,DEF,,ADE,,,,Casting Crouch,,,owner,1950.0,22.0,89.0,88.64,90.0,91.2,,Smith was solid for his 81 points from 21 touches. His role may change a little with Doedee out but there is nothing to worry about there.,
39,47069.0,997230.0,Tyson,Stengle,Adelaide,senior,17.0,19/10/1998,171.0,70.0,SA,Woodville-West Torrens,3.0,"5""",Tyson Stengle,40.0,Tyson,Stengle,FWD,,ADE,,,,,Tue 27th 4am,,waiver,124.0,2.0,0.0,62.0,62.0,62.0,,,
40,49106.0,1008752.0,Kieran,Strachan,Adelaide,rookie,45.0,5/10/1995,202.0,95.0,VIC,Port Melbourne,,"""",Kieran Strachan,41.0,Kieran,Strachan,RUC,FWD,ADE,,,,,Tue 27th 4am,,waiver,0.0,0.0,0.0,0.0,0.0,0.0,,,
41,41009.0,280934.0,Daniel,Talia,Adelaide,senior,12.0,2/10/1991,197.0,99.0,VIC,Calder Cannons,181.0,"6""",Daniel Talia,42.0,Daniel,Talia,DEF,,ADE,,,,,Tue 27th 4am,,waiver,1530.0,22.0,38.0,69.55,66.67,72.2,,,
42,39614.0,280506.0,Taylor,Walker,Adelaide,senior,13.0,25/04/1990,195.0,100.0,NSW,Broken Hill North,184.0,"412""",Taylor Walker,43.0,Taylor,Walker,FWD,,ADE,,,,,Tue 27th 4am,,waiver,1481.0,22.0,79.0,67.32,61.0,67.0,,,
43,43051.0,295964.0,Patrick,Wilson,Adelaide,rookie,31.0,11/12/1994,188.0,78.0,SA,Sturt,1.0,"0""",Patrick Wilson,44.0,Patrick,Wilson,MID,,ADE,,,,,Tue 27th 4am,,waiver,50.0,1.0,0.0,50.0,50.0,50.0,,,
44,46085.0,294168.0,Marcus,Adams,Brisbane Lions,senior,24.0,30/07/1997,192.0,96.0,WA,West Perth ,30.0,"4""",Marcus Adams,45.0,Marcus,Adams,DEF,,BRL,,,,,Tue 27th 4am,,waiver,466.0,8.0,72.0,58.25,79.67,66.4,,,
45,47029.0,998268.0,Jacob,Allison,Brisbane Lions,rookie,19.0,16/04/1998,193.0,82.0,QLD,Brisbane Academy,10.0,"2""",Jacob Allison,46.0,Jacob,Allison,DEF,,BRL,,,,,Tue 27th 4am,,waiver,93.0,2.0,0.0,46.5,46.5,46.5,,,
46,45041.0,996059.0,Harris,Andrews,Brisbane Lions,senior,31.0,12/11/1996,202.0,100.0,QLD,Aspley,91.0,"9""",Harris Andrews,47.0,Harris,Andrews,DEF,,BRL,,,,Barbeques Treloar,,,owner,1572.0,19.0,72.0,82.74,89.0,79.6,,,
47,49086.0,1005053.0,Noah,Answerth,Brisbane Lions,senior,43.0,6/08/1999,184.0,80.0,VIC,Oakleigh Chargers,12.0,"1""",Noah Answerth,48.0,Noah,Answerth,DEF,MID,BRL,,,,,Tue 27th 4am,,waiver,1054.0,17.0,43.0,62.0,66.33,74.8,,,
48,48015.0,1002312.0,Zac,Bailey,Brisbane Lions,senior,33.0,23/09/1999,181.0,81.0,NT,Southern Districts,20.0,"9""",Zac Bailey,49.0,Zac,Bailey,FWD,MID,BRL,,,,,Tue 27th 4am,,waiver,630.0,13.0,43.0,48.46,70.0,60.4,,,
49,48009.0,1002351.0,Connor,Ballenden,Brisbane Lions,senior,38.0,29/03/1999,198.0,96.0,QLD,Wests Juniors,0.0,"0""",Connor Ballenden,50.0,Connor,Ballenden,FWD,,BRL,,,,,Tue 27th 4am,,waiver,0.0,0.0,0.0,0.0,0.0,0.0,,,
50,41028.0,280863.0,Ryan,Bastinac,Brisbane Lions,senior,4.0,22/06/1991,184.0,81.0,VIC,Dandenong Stingrays,164.0,"93""",Ryan Bastinac,51.0,Ryan,Bastinac,MID,,BRL,,,,,Tue 27th 4am,,waiver,144.0,3.0,0.0,48.0,48.0,48.0,,,
51,47021.0,998133.0,Jarrod,Berry,Brisbane Lions,senior,7.0,5/02/1998,192.0,84.0,VIC,North Ballarat Rebels,50.0,"25""",Jarrod Berry,52.0,Jarrod,Berry,MID,,BRL,,,,Salt&VinegarCripps,,,owner,1529.0,18.0,67.0,84.94,85.67,82.8,,,
52,49046.0,1006100.0,Tom,Berry,Brisbane Lions,senior,13.0,1/05/2000,185.0,76.0,VIC,GWV Rebels,,"""",Tom Berry,,,,,,,,,,,,,,,,,,,,,,
53,44058.0,990609.0,Charlie,Cameron,Brisbane Lions,senior,23.0,5/07/1994,181.0,75.0,WA,Swan Districts,101.0,"139""",Charlie Cameron,54.0,Charlie,Cameron,FWD,,BRL,,,,Salt&VinegarCripps,,,owner,1755.0,22.0,38.0,79.77,82.67,86.4,,,
54,41017.0,280918.0,Allen,Christensen,Brisbane Lions,senior,3.0,19/05/1991,176.0,73.0,VIC,Geelong Falcons,126.0,"106""",Allen Christensen,55.0,Allen,Christensen,FWD,,BRL,,,,,Tue 27th 4am,,waiver,745.0,11.0,0.0,67.73,60.67,71.4,,,
55,47063.0,994047.0,Cedric,Cox,Brisbane Lions,senior,20.0,19/08/1997,181.0,79.0,VIC,North Ballarat Rebels,12.0,"3""",Cedric Cox,56.0,Cedric,Cox,DEF,,BRL,,,,,Tue 27th 4am,,waiver,44.0,1.0,44.0,44.0,44.0,44.0,,,
56,44059.0,297406.0,Tom,Cutler,Brisbane Lions,senior,26.0,20/02/1995,191.0,95.0,VIC,Oakleigh Chargers,66.0,"32""",Tom Cutler,57.0,Tom,Cutler,MID,,BRL,,,,,Tue 27th 4am,,waiver,234.0,3.0,0.0,78.0,78.0,78.0,,,
57,47124.0,290326.0,Matt,Eagles,Brisbane Lions,rookie,41.0,9/02/1990,200.0,100.0,QLD,Yeronga South Brisbane,4.0,"1""",Matt Eagles,58.0,Matt,Eagles,DEF,,BRL,,,,,Tue 27th 4am,,waiver,0.0,0.0,0.0,0.0,0.0,0.0,,,
58,49140.0,1013532.0,Tom,Fullarton,Brisbane Lions,rookie,47.0,23/02/1999,200.0,98.0,QLD,Brisbane Bullets,,"""",Tom Fullarton,,,,,,,,,,,,,,,,,,,,,,
59,44015.0,296269.0,Darcy,Gardiner,Brisbane Lions,senior,27.0,22/09/1995,192.0,87.0,VIC,Geelong Falcons,99.0,"4""",Darcy Gardiner,60.0,Darcy,Gardiner,DEF,,BRL,,,,,Tue 27th 4am,,waiver,1472.0,22.0,32.0,66.91,63.67,65.4,,,
60,47109.0,1004863.0,Mitchell,Hinge,Brisbane Lions,senior,22.0,28/06/1998,187.0,80.0,SA,Glenelg,2.0,"1""",Mitchell Hinge,61.0,Mitchell,Hinge,DEF,,BRL,,,,,Tue 27th 4am,,waiver,129.0,2.0,0.0,64.5,64.5,64.5,,,
61,46015.0,993953.0,Eric,Hipwood,Brisbane Lions,senior,30.0,13/09/1997,202.0,92.0,QLD,Aspley,68.0,"104""",Eric Hipwood,62.0,Eric,Hipwood,FWD,,BRL,,,,,Tue 27th 4am,,waiver,1137.0,21.0,77.0,54.14,56.33,56.4,,,
62,837.0,220047.0,Luke,Hodge,Brisbane Lions,senior,2.0,15/06/1984,185.0,88.0,VIC,Geelong Falcons,338.0,"194""",Luke Hodge,63.0,Luke,Hodge,DEF,,BRL,,,,,Tue 27th 4am,,waiver,1370.0,20.0,92.0,68.5,69.33,68.8,,,
63,49076.0,1006150.0,Tom,Joyce,Brisbane Lions,senior,32.0,7/03/2000,181.0,80.0,WA,East Fremantle,,"""",Tom Joyce,64.0,Tom,Joyce,MID,,BRL,,,,,Tue 27th 4am,,waiver,0.0,0.0,0.0,0.0,0.0,0.0,,,
64,46014.0,993946.0,Ben,Keays,Brisbane Lions,senior,1.0,23/02/1997,186.0,84.0,QLD,Redlands,30.0,"11""",Ben Keays,65.0,Ben,Keays,MID,,BRL,,,,,Tue 27th 4am,,waiver,140.0,2.0,0.0,70.0,70.0,70.0,,,
65,42037.0,291548.0,Ryan,Lester,Brisbane Lions,senior,35.0,26/08/1992,191.0,85.0,VIC,Oakleigh Chargers,126.0,"45""",Ryan Lester,66.0,Ryan,Lester,DEF,,BRL,,,,,Tue 27th 4am,,waiver,547.0,9.0,0.0,60.78,59.0,60.0,,,
66,47048.0,998105.0,Corey,Lyons,Brisbane Lions,senior,39.0,31/05/1998,181.0,80.0,VIC,Sandringham Dragons,0.0,"0""",Corey Lyons,67.0,Corey,Lyons,MID,,BRL,,,,,Tue 27th 4am,,waiver,0.0,0.0,0.0,0.0,0.0,0.0,,,
67,42132.0,293716.0,Jarryd,Lyons,Brisbane Lions,senior,17.0,22/07/1992,184.0,82.0,VIC,Sandringham Dragons,109.0,"59""",Jarryd Lyons,68.0,Jarryd,Lyons,MID,,BRL,,,,Fire The Worpedo,,,owner,2169.0,22.0,92.0,98.59,125.0,113.8,,Lyons had a good preseason at his new home with a 109 then a huge 147. He doesn't come cheap at $502k but an interesting unique selection for you.,
68,49139.0,1013978.0,James,Madden,Brisbane Lions,rookie,42.0,15/11/1999,185.0,84.0,,Dublin,,"""",James Madden,69.0,James,Madden,MID,,BRL,,,,,Tue 27th 4am,,waiver,0.0,0.0,0.0,0.0,0.0,0.0,,,
69,39707.0,280763.0,Stefan,Martin,Brisbane Lions,senior,12.0,17/11/1986,199.0,102.0,VIC,Sandringham,175.0,"44""",Stefan Martin,70.0,Stefan,Martin,RUC,,BRL,,,,Barbeques Treloar,,,owner,2030.0,22.0,85.0,92.27,103.33,90.8,,Stef had a good return from just 13 touches and 17 hitouts. As an alternative to the big two he scored well. Hopefully he can keep this up and improve from here.,
70,46013.0,993828.0,Rhys,Mathieson,Brisbane Lions,senior,36.0,10/01/1997,187.0,84.0,VIC,Geelong Falcons,46.0,"24""",Rhys Mathieson,71.0,Rhys,Mathieson,FWD,MID,BRL,,,,,Tue 27th 4am,,waiver,539.0,9.0,0.0,59.89,56.0,52.8,,,
71,42327.0,293581.0,Lincoln,McCarthy,Brisbane Lions,senior,11.0,22/10/1993,178.0,82.0,SA,Glenelg,45.0,"44""",Lincoln McCarthy,72.0,Lincoln,McCarthy,FWD,,BRL,,,,,Tue 27th 4am,,waiver,1448.0,22.0,31.0,65.82,51.0,55.2,,,
72,47001.0,1000978.0,Hugh,McCluggage,Brisbane Lions,senior,6.0,3/03/1998,186.0,77.0,VIC,North Ballarat Rebels,56.0,"36""",Hugh McCluggage,73.0,Hugh,McCluggage,MID,,BRL,,,,Casting Crouch,,,owner,1975.0,21.0,112.0,94.05,102.67,100.6,,McCluggage hit 114 points from his 20 touches at 85%. Many have suspected that he could score like this and hopefully this is the start of a great season for him.,
73,49044.0,1006085.0,Connor,McFadyen,Brisbane Lions,senior,45.0,4/12/2000,190.0,81.0,QLD,Brisbane Academy,,"""",Connor McFadyen,74.0,Connor,McFadyen,MID,FWD,BRL,,,,,Tue 27th 4am,,waiver,0.0,0.0,0.0,0.0,0.0,0.0,,,
74,47115.0,1005521.0,Oscar,McInerney,Brisbane Lions,senior,46.0,10/07/1994,204.0,103.0,VIC,Casey Scorpions,30.0,"21""",Oscar McInerney,75.0,Oscar,McInerney,FWD,,BRL,,,,,Tue 27th 4am,,waiver,1289.0,19.0,72.0,67.84,65.33,72.0,,,
75,44031.0,297504.0,Daniel,McStay,Brisbane Lions,senior,25.0,24/06/1995,195.0,94.0,VIC,Eastern Ranges,96.0,"70""",Daniel McStay,76.0,Daniel,McStay,FWD,,BRL,,,,,Tue 27th 4am,,waiver,1236.0,22.0,26.0,56.18,40.67,47.8,,,
76,42323.0,293535.0,Lachie,Neale,Brisbane Lions,senior,9.0,24/05/1993,177.0,80.0,SA,Glenelg,151.0,"73""",Lachie Neale,77.0,Lachie,Neale,MID,,BRL,,,,Salt&VinegarCripps,,,owner,2668.0,22.0,190.0,121.27,126.0,119.8,,Neale has had a great start to his Lions career and top scored for the Lions. His 29 touches included 14 contested but impressively he used the ball well with 86% efficiency.,
77,48045.0,1002347.0,Jack,Payne,Brisbane Lions,senior,40.0,15/10/1999,197.0,96.0,QLD,Noosa,0.0,"0""",Jack Payne,78.0,Jack,Payne,DEF,,BRL,,,,,Tue 27th 4am,,waiver,0.0,0.0,0.0,0.0,0.0,0.0,,,
78,48001.0,1002235.0,Cameron,Rayner,Brisbane Lions,senior,16.0,21/10/1999,187.0,87.0,VIC,Western Jets,39.0,"35""",Cameron Rayner,79.0,Cameron,Rayner,FWD,,BRL,,,,,Tue 27th 4am,,waiver,1020.0,22.0,59.0,46.36,37.67,45.6,,,
79,40003.0,271072.0,Daniel,Rich,Brisbane Lions,senior,10.0,7/06/1990,183.0,84.0,WA,Subiaco,200.0,"106""",Daniel Rich,80.0,Daniel,Rich,DEF,,BRL,,,,Swimming n Titch,,,owner,2130.0,22.0,103.0,96.82,105.0,99.4,,,
80,44053.0,297258.0,Nick,Robertson,Brisbane Lions,senior,18.0,3/06/1995,190.0,87.0,WA,West Perth ,72.0,"10""",Nick Robertson,81.0,Nick,Robertson,DEF,,BRL,,,,,Tue 27th 4am,,waiver,261.0,4.0,0.0,65.25,68.33,65.25,,,
81,40018.0,290311.0,Mitch,Robinson,Brisbane Lions,senior,5.0,7/06/1989,183.0,87.0,TAS,Lauderdale,185.0,"104""",Mitch Robinson,82.0,Mitch,Robinson,FWD,MID,BRL,,,,Casting Crouch,,,owner,2077.0,22.0,104.0,94.41,108.67,111.8,,,
82,46055.0,993836.0,Sam,Skinner,Brisbane Lions,senior,21.0,29/06/1997,197.0,94.0,VIC,Gippsland Power,1.0,"2""",Sam Skinner,83.0,Sam,Skinner,DEF,,BRL,,,,,Tue 27th 4am,,waiver,0.0,0.0,0.0,0.0,0.0,0.0,,,
83,44136.0,992752.0,Archie,Smith,Brisbane Lions,senior,44.0,19/07/1995,201.0,99.0,QLD,Mt Gravatt,11.0,"4""",Archie Smith,84.0,Archie,Smith,RUC,,BRL,,,,,Tue 27th 4am,,waiver,110.0,2.0,0.0,55.0,55.0,55.0,,,
84,49068.0,1006033.0,Ely,Smith,Brisbane Lions,senior,8.0,13/09/2000,188.0,86.0,VIC,Murray Bushrangers,,"""",Ely Smith,85.0,Ely,Smith,MID,,BRL,,,,,Tue 27th 4am,,waiver,0.0,0.0,0.0,0.0,0.0,0.0,,,
85,48194.0,1002401.0,Brandon,Starcevich,Brisbane Lions,senior,37.0,24/07/1999,187.0,84.0,WA,East Perth,5.0,"1""",Brandon Starcevich,86.0,Brandon,Starcevich,FWD,MID,BRL,,,,,Tue 27th 4am,,waiver,34.0,1.0,0.0,34.0,34.0,34.0,,,
86,44014.0,296211.0,Lewis,Taylor,Brisbane Lions,senior,28.0,17/02/1995,174.0,75.0,VIC,Geelong Falcons,112.0,"88""",Lewis Taylor,87.0,Lewis,Taylor,FWD,,BRL,,,,,Tue 27th 4am,,waiver,357.0,5.0,0.0,71.4,79.67,71.4,,,
87,42162.0,291550.0,Josh,Walker,Brisbane Lions,senior,14.0,12/11/1992,196.0,101.0,VIC,Geelong Falcons,83.0,"69""",Josh Walker,88.0,Josh,Walker,DEF,,BRL,,,,,Tue 27th 4am,,waiver,700.0,11.0,0.0,63.64,48.0,43.6,,,
88,47028.0,998128.0,Alex,Witherden,Brisbane Lions,senior,29.0,10/09/1998,186.0,80.0,VIC,Geelong Falcons,46.0,"5""",Alex Witherden,89.0,Alex,Witherden,DEF,,BRL,,,,DEVQON.1,,,owner,1519.0,21.0,38.0,72.33,77.0,62.2,,Witherden has been talked about as a key player down back this season in Supercoach and he delivered in the first week with his 25 touches and 7 marks. Keep him in mind if you don't have him.,
